757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,150,149
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,150,150,757,149,150,149,149,149,149,149,149,149,149,149,149,149,149,149,150,149,149,149
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,150,150,150,757,757,149,149,149,149,150,149,149,149,150,150,149,149,149,149,149,149,149,149
757,757,757,757,757,757,757,757,757,757,150,757,757,757,757,150,150,150,150,757,757,757,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
757,757,757,757,757,150,757,757,150,150,757,150,757,150,150,150,150,757,757,757,757,757,149,149,149,149,149,149,149,149,149,149,149,149,149,150,149,149,149,149
757,757,757,757,757,150,757,150,150,150,150,150,150,757,150,150,757,757,757,757,757,757,149,149,149,149,149,149,149,149,149,150,149,149,149,149,150,150,149,149
757,757,757,150,150,150,150,150,150,150,150,150,150,757,150,150,757,757,757,757,757,757,149,149,149,149,149,149,150,149,149,149,149,149,149,149,149,149,149,149
757,757,757,757,150,150,150,757,757,757,150,150,150,150,150,150,757,757,150,757,757,149,149,149,150,149,149,149,149,149,149,149,149,149,149,149,149,149,149,150
757,757,757,757,150,150,150,757,757,150,757,150,150,150,150,757,757,757,757,757,150,757,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
757,757,757,757,150,150,757,757,757,757,757,757,150,150,150,150,757,757,757,757,757,149,149,149,149,149,149,149,149,150,149,149,149,149,149,150,149,149,149,149
757,757,757,757,757,150,757,757,150,150,757,150,150,150,150,150,757,757,150,150,149,149,150,149,149,149,149,149,149,149,149,149,149,150,149,149,149,149,149,149
757,757,757,757,150,150,757,757,757,150,150,150,150,150,150,150,757,757,757,150,757,149,149,149,149,149,149,149,149,149,149,149,149,149,149,150,150,150,149,149
757,757,757,757,757,150,150,757,150,150,150,150,150,150,150,757,757,757,150,757,757,149,149,149,149,149,150,149,149,149,149,149,149,149,149,149,149,149,149,149
757,757,757,757,757,150,150,150,150,150,757,150,150,150,757,150,757,757,757,757,757,757,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
757,757,757,757,757,757,757,757,150,150,150,150,150,150,757,757,757,757,150,150,757,150,149,149,149,149,149,150,149,149,149,149,149,149,149,149,149,149,149,149
757,757,757,757,757,757,757,757,757,150,757,757,757,757,757,757,757,757,757,757,757,757,150,149,150,149,149,149,149,149,149,150,150,150,149,149,149,149,150,149
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,150,757,757,149,149,149,149,149,149,149,149,149,149,150,149,150,149,149,149,149
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,149,149,150,149,149,149,149,149,150,150,150,150,150,149,149,149,149,149,149
628,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,149,149,150,150,149,149,150,150,150,150,150,149,149,149,149,149,149
628,628,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,150,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,150,149
628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628
628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628
628,628,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
628,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,197,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,757,197,197,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,197,197,197,197,197,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,757,757,197,197,197,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,197,197,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,757,757,757,757,197,197,197,197,197,197,757,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,757,757,757,197,197,757,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,197,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,757,197,757,197,757,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,197,197,757,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,757,757,757,197,197,197,197,197,197,197,197,197,197,197,197
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,197,197,197,197,197,197,197,197,197,197,197
